product_name,link,product_images,price,details,category,gender
PREMIUM SWEATSHIRT,https://www.zara.com/in/en/premium-sweatshirt-p00761438.html,https://static.zara.net/photos///2023/I/0/2/p/0761/438/401/2/w/448/0761438401_1_1_1.jpg?ts=1692951284259,36.26,Loose-fitting sweatshirt with a wide ribbed neck and short sleeves.,HOODIES_SWEATSHIRTS,men
SWEATSHIRT WITH CONTRAST TRIMS,https://www.zara.com/in/en/sweatshirt-with-contrast-trims-p00761309.html,https://static.zara.net/photos///2023/I/0/2/p/0761/309/251/2/w/448/0761309251_1_1_1.jpg?ts=1685432803292,46.06,Loose-fitting sweatshirt with a round neck and short sleeves. Contrast piping details on the front and back. Ribbed trims.,HOODIES_SWEATSHIRTS,men
RIBBED SWEATSHIRT,https://www.zara.com/in/en/ribbed-sweatshirt-p05039501.html,https://static.zara.net/photos///2023/I/0/2/p/5039/501/251/2/w/448/5039501251_1_1_1.jpg?ts=1692956951377,41.86,Short sleeve sweatshirt with a round neck.,HOODIES_SWEATSHIRTS,men
POLO SWEATSHIRT,https://www.zara.com/in/en/polo-sweatshirt-p00526330.html,https://static.zara.net/photos///2023/I/0/2/p/0526/330/066/2/w/448/0526330066_1_1_1.jpg?ts=1692022320087,46.06,Collared polo shirt with a buttoned front hidden by a placket. Long sleeves. Ribbed trims.,HOODIES_SWEATSHIRTS,men
POLO SWEATSHIRT,https://www.zara.com/in/en/polo-sweatshirt-p00526302.html,https://static.zara.net/photos///2023/I/0/2/p/0526/302/708/2/w/448/0526302708_2_1_1.jpg?ts=1692776632508,46.06,"Collared polo made of compact cotton fabric. Front button fastening, long sleeves and ribbed trims.",HOODIES_SWEATSHIRTS,men
CONTRAST PRINT SWEATSHIRT,https://www.zara.com/in/en/contrast-print-sweatshirt-p01165316.html,https://static.zara.net/photos///2023/I/0/2/p/1165/316/403/2/w/448/1165316403_1_1_1.jpg?ts=1692780184065,46.06,Sweatshirt with a round neck and long sleeves. Contrast prints on the front and back. Ribbed trims.,HOODIES_SWEATSHIRTS,men
PRINTED SWEATSHIRT WITH SLOGAN,https://www.zara.com/in/en/printed-sweatshirt-with-slogan-p00679307.html,https://static.zara.net/photos///2023/I/0/2/p/0679/307/403/2/w/448/0679307403_1_1_1.jpg?ts=1692188211890,46.06,Oversize sweatshirt with a round neck and long sleeves. Contrast slogan print on the front and back. Ribbed trims.,HOODIES_SWEATSHIRTS,men
THE NOTORIOUS B.I.G. © BROOKLYN MINT SWEATSHIRT,https://www.zara.com/in/en/the-notorious-b-i-g----brooklyn-mint-sweatshirt-p02160301.html,https://static.zara.net/photos///2023/I/0/2/p/2160/301/802/2/w/448/2160301802_1_1_1.jpg?ts=1692198176210,55.86,"Long sleeve sweatshirt with a round neckline. Notorious B.I.G. © Brooklyn Mint, LLC contrast slogan print on the front. Faded effect. Ribbed trims.",HOODIES_SWEATSHIRTS,men
CONTRAST PRINT SWEATSHIRT,https://www.zara.com/in/en/contrast-print-sweatshirt-p01165324.html,https://static.zara.net/photos///2023/I/0/2/p/1165/324/529/2/w/448/1165324529_1_1_1.jpg?ts=1692780184319,46.06,Sweatshirt with a round neckline and long sleeves. Contrast prints on the front and back. Ribbed trims.,HOODIES_SWEATSHIRTS,men
CONTRAST PRINT SWEATSHIRT,https://www.zara.com/in/en/contrast-print-sweatshirt-p05643302.html,https://static.zara.net/photos///2023/I/0/2/p/5643/302/250/2/w/448/5643302250_1_1_1.jpg?ts=1690963409656,41.86,Boxy fit sweatshirt with a round neck and short sleeves. Contrast prints on the front.,HOODIES_SWEATSHIRTS,men
PAPER PATCH SWEATSHIRT,https://www.zara.com/in/en/paper-patch-sweatshirt-p06224399.html,https://static.zara.net/photos///2023/I/0/2/p/6224/399/251/2/w/448/6224399251_1_1_1.jpg?ts=1692361198588,46.06,Loose-fitting sweatshirt with a round neck and short sleeves. Patch on the front made of kraft paper with a printed slogan. Irregular finish with contrast topstitching detail.,HOODIES_SWEATSHIRTS,men
SWEATSHIRT WITH PRINTED SLOGANS,https://www.zara.com/in/en/sweatshirt-with-printed-slogans-p00722355.html,https://static.zara.net/photos///2023/I/0/2/p/0722/355/802/2/w/448/0722355802_1_1_1.jpg?ts=1692951281874,41.86,Loose-fitting sweatshirt with a round neck and short sleeves. Featuring a contrast slogan print all over the garment.,HOODIES_SWEATSHIRTS,men
SWEATSHIRT WITH EMBROIDERY AND SLOGANS,https://www.zara.com/in/en/sweatshirt-with-embroidery-and-slogans-p06224297.html,https://static.zara.net/photos///2023/I/0/2/p/6224/297/251/2/w/448/6224297251_1_1_1.jpg?ts=1692960481437,41.86,Round neck sweatshirt with short sleeves. Contrast embroidery and prints on the front and back. Ribbed trims.,HOODIES_SWEATSHIRTS,men
PRINTED SWEATSHIRT WITH SLOGAN,https://www.zara.com/in/en/printed-sweatshirt-with-slogan-p05644301.html,https://static.zara.net/photos///2023/I/0/2/p/5644/301/403/2/w/448/5644301403_1_1_1.jpg?ts=1688546809649,41.86,Sweatshirt with a round neck and short sleeves. Featuring a contrast print on the front.,HOODIES_SWEATSHIRTS,men
SWEATSHIRT WITH PRINTED SLOGANS,https://www.zara.com/in/en/sweatshirt-with-printed-slogans-p06224342.html,https://static.zara.net/photos///2023/I/0/2/p/6224/342/712/2/w/448/6224342712_1_1_1.jpg?ts=1688546809912,41.86,Sweatshirt with a round neck and short sleeves. Contrast prints on the front and back.,HOODIES_SWEATSHIRTS,men
MICKEY MOUSE © DISNEY SWEATSHIRT,https://www.zara.com/in/en/mickey-mouse---disney-sweatshirt-p06224345.html,https://static.zara.net/photos///2023/I/0/2/p/6224/345/251/2/w/448/6224345251_1_1_1.jpg?ts=1688564090905,46.06,Loose-fitting short sleeve sweatshirt with a round neck. Mickey Mouse © Disney prints on the front and back.,HOODIES_SWEATSHIRTS,men
SWEATSHIRT WITH CROCHET POCKET,https://www.zara.com/in/en/sweatshirt-with-crochet-pocket-p04087317.html,https://static.zara.net/photos///2023/I/0/2/p/4087/317/505/2/w/448/4087317505_1_1_1.jpg?ts=1688546807650,41.86,Loose-fitting sweatshirt with a round neck and short sleeves. Front patch pocket in matching crochet.,HOODIES_SWEATSHIRTS,men
HATTHANAN™ PRINT HOODIE,https://www.zara.com/in/en/hatthanan--print-hoodie-p00761324.html,https://static.zara.net/photos///2023/I/0/1/p/0761/324/712/612/w/448/0761324712_1_1_1.jpg?ts=1692609546383,55.86,Adjustable hoodie with long sleeves. Contrast Hatthanan™ graphic print on the back. Ribbed trims.Zara Athleticz.,HOODIES_SWEATSHIRTS,men
TECHNICAL TRAINING SWEATSHIRT,https://www.zara.com/in/en/technical-training-sweatshirt-p01698302.html,https://static.zara.net/photos///2023/I/0/2/p/1698/302/712/2/w/448/1698302712_1_1_1.jpg?ts=1692607575495,55.86,Sweatshirt made of an elastic and lightweight technical fabric.- Round neck and long sleeves with ribbed cuffs. - Adjustable hem with elastic side gores. - Printed front logo detail.Zara Athleticz.View more,HOODIES_SWEATSHIRTS,men
OVERSIZE HOODIE,https://www.zara.com/in/en/oversize-hoodie-p00761387.html,https://static.zara.net/photos///2023/I/0/2/p/0761/387/706/2/w/448/0761387706_1_1_1.jpg?ts=1691486099857,46.06,Oversize adjustable hoodie. Short sleeves. Front pouch pocket.,HOODIES_SWEATSHIRTS,men
SWEATSHIRT WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/sweatshirt-with-contrast-topstitching-p02795317.html,https://static.zara.net/photos///2023/I/0/2/p/2795/317/712/2/w/448/2795317712_1_1_1.jpg?ts=1692780185502,41.86,Loose-fitting sweatshirt with a round neck and short sleeves. Featuring contrast topstitching all over the garment.,HOODIES_SWEATSHIRTS,men
WASHED EFFECT HOODIE,https://www.zara.com/in/en/washed-effect-hoodie-p00962328.html,https://static.zara.net/photos///2023/I/0/2/p/0962/328/044/2/w/448/0962328044_1_1_1.jpg?ts=1688714834783,46.06,Cropped hoodie with long sleeves and ribbed cuffs. Faded with an irregular hem.,HOODIES_SWEATSHIRTS,men
HOODIE,https://www.zara.com/in/en/hoodie-p00761350.html,https://static.zara.net/photos///2023/I/0/2/p/0761/350/981/2/w/448/0761350981_1_1_1.jpg?ts=1691137759577,46.06,Hoodie made of cotton with a napped interior. Adjustable hood and long sleeves. Front pouch pocket and ribbed trims.,HOODIES_SWEATSHIRTS,men
CROPPED DENIM SWEATSHIRT,https://www.zara.com/in/en/cropped-denim-sweatshirt-p07627302.html,https://static.zara.net/photos///2023/I/0/2/p/7627/302/090/2/w/448/7627302090_1_1_1.jpg?ts=1688552339271,46.06,"Oversize fit cropped faded sweatshirt featuring a round neck, short sleeves and irregular trims.",HOODIES_SWEATSHIRTS,men
DENIM T-SHIRT WITH ABSTRACT PRINT,https://www.zara.com/in/en/denim-t-shirt-with-abstract-print-p07627305.html,https://static.zara.net/photos///2023/I/0/2/p/7627/305/426/2/w/448/7627305426_1_1_1.jpg?ts=1689319990245,41.86,Lightweight denim T-shirt with a round neckline and short sleeves.,HOODIES_SWEATSHIRTS,men
VINTAGE FADED DENIM T-SHIRT,https://www.zara.com/in/en/vintage-faded-denim-t-shirt-p07627304.html,https://static.zara.net/photos///2023/I/0/2/p/7627/304/400/2/w/448/7627304400_1_1_1.jpg?ts=1689319989939,36.26,"T-shirt made of lightweight denim. Featuring a round neckline, short sleeves and a vintage-effect fade.",HOODIES_SWEATSHIRTS,men
TIE-DYE PRINT SWEATSHIRT,https://www.zara.com/in/en/tie-dye-print-sweatshirt-p00962338.html,https://static.zara.net/photos///2023/I/0/2/p/0962/338/505/2/w/448/0962338505_1_1_1.jpg?ts=1692020567476,46.06,Round neck sweatshirt with short sleeves and irregular trims.,HOODIES_SWEATSHIRTS,men
TIE-DYE DENIM HOODIE,https://www.zara.com/in/en/tie-dye-denim-hoodie-p00840300.html,https://static.zara.net/photos///2023/I/0/1/p/0840/300/251/2/w/448/0840300251_1_1_1.jpg?ts=1689335818566,46.06,Denim sweatshirt. Round neck and short sleeves. Ribbed trims.,HOODIES_SWEATSHIRTS,men
CORDUROY OVERSHIRT,https://www.zara.com/in/en/corduroy-overshirt-p01063320.html,https://static.zara.net/photos///2023/I/0/2/p/1063/320/802/2/w/448/1063320802_1_1_1.jpg?ts=1692951285198,55.86,Relaxed fit collared overshirt. Long sleeves with buttoned cuffs. Chest patch pockets. Button-up front.,OVERSHIRTS,men
OVERSHIRT WITH POCKETS,https://www.zara.com/in/en/overshirt-with-pockets-p00706430.html,https://static.zara.net/photos///2023/I/0/2/p/0706/430/916/2/w/448/0706430916_1_1_1.jpg?ts=1690358711757,69.86,Regular fit collared overshirt with long sleeves with buttoned cuffs. Patch pockets with flaps on the front. Button-up front.,OVERSHIRTS,men
DIAGONAL TEXTURE OVERSHIRT,https://www.zara.com/in/en/diagonal-texture-overshirt-p03057403.html,https://static.zara.net/photos///2023/I/0/2/p/3057/403/802/2/w/448/3057403802_2_1_1.jpg?ts=1691138569348,83.86,Collared regular fit overshirt made of diagonal textured fabric. Long sleeves with buttoned cuffs. Patch pockets with flaps on the chest and hip welt pockets. Button-up front hidden by a placket.,OVERSHIRTS,men
OVERSHIRT WITH POCKETS,https://www.zara.com/in/en/overshirt-with-pockets-p01538451.html,https://static.zara.net/photos///2023/I/0/2/p/1538/451/711/2/w/448/1538451711_1_1_1.jpg?ts=1691136024687,55.86,Relaxed fit overshirt made of cotton. Lapel collar and long sleeves with buttoned cuffs. Patch pockets with flaps on the chest and a side hip pocket. Zip-up front.,OVERSHIRTS,men
OVERSHIRT WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/overshirt-with-contrast-topstitching-p07446310.html,https://static.zara.net/photos///2023/I/0/2/p/7446/310/712/2/w/448/7446310712_1_1_1.jpg?ts=1690962645514,69.86,Collared relaxed fit overshirt made of textured cotton. Long sleeves with buttoned cuffs. Patch pockets on the chest. Contrast topstitching detail all over the garment. Button-up front.,OVERSHIRTS,men
LINEN BLEND OVERSHIRT WITH TOPSTITCHING,https://www.zara.com/in/en/linen-blend-overshirt-with-topstitching-p00706366.html,https://static.zara.net/photos///2023/I/0/2/p/0706/366/800/2/w/448/0706366800_1_1_1.jpg?ts=1686295515662,55.86,Relaxed fit collared overshirt made of a cotton and linen blend fabric. Short sleeves. Front patch pockets. Contrast topstitching all over the garment. Snap-button fastenings on the front.,OVERSHIRTS,men
RELAXED FIT DENIM OVERSHIRT,https://www.zara.com/in/en/relaxed-fit-denim-overshirt-p05520330.html,https://static.zara.net/photos///2023/I/0/2/p/5520/330/737/2/w/448/5520330737_1_1_1.jpg?ts=1692188871600,46.06,Faded relaxed fit collared overshirt featuring long sleeves with buttoned cuffs. Patch pockets on the chest and hidden snap-button fastening at the front.,OVERSHIRTS,men
PAINT PRINT OVERSHIRT,https://www.zara.com/in/en/paint-print-overshirt-p05320305.html,https://static.zara.net/photos///2023/I/0/2/p/5320/305/071/2/w/448/5320305071_1_1_1.jpg?ts=1692360154954,69.86,Relaxed fit collared overshirt with long sleeves and snap-button cuffs. Chest patch pockets. Side vents at the hem. Front snap-button fastening.,OVERSHIRTS,men
TIE-DYE CHECK OVERSHIRT,https://www.zara.com/in/en/tie-dye-check-overshirt-p01063313.html,https://static.zara.net/photos///2023/I/0/2/p/1063/313/015/2/w/448/1063313015_1_1_1.jpg?ts=1692359830761,55.86,Regular-fit overshirt made of cotton fabric. Featuring a lapel collar and long sleeves with buttoned cuffs. Patch pockets on the chest. Button-up front.,OVERSHIRTS,men
TEXTURED RUSTIC OVERSHIRT,https://www.zara.com/in/en/textured-rustic-overshirt-p06861506.html,https://static.zara.net/photos///2023/I/0/2/p/6861/506/707/2/w/448/6861506707_1_1_1.jpg?ts=1691483217711,83.86,Collared cotton blend overshirt. Long sleeves with buttoned cuffs. Hip patch pockets. Button-up front.,OVERSHIRTS,men
GEOMETRIC JACQUARD OVERSHIRT,https://www.zara.com/in/en/geometric-jacquard-overshirt-p02675411.html,https://static.zara.net/photos///2023/I/0/2/p/2675/411/712/2/w/448/2675411712_2_1_1.jpg?ts=1687337219075,106.26,Relaxed fit overshirt made of cotton fabric. Featuring a lapel collar and long sleeves with buttoned cuffs. Welt pockets at the hip. Button-up front.,OVERSHIRTS,men
COMFORT OVERSHIRT WITH POCKETS,https://www.zara.com/in/en/comfort-overshirt-with-pockets-p07484300.html,https://static.zara.net/photos///2023/I/0/1/p/7484/300/800/12/w/448/7484300800_1_1_1.jpg?ts=1693231709125,46.06,"Relaxed fit overshirt made of stretchy fabric. Featuring a spread collar, short sleeves, chest patch pockets and front snap-button fastening.",OVERSHIRTS,men
OVERSHIRT WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/overshirt-with-contrast-topstitching-p05786162.html,https://static.zara.net/photos///2023/I/0/2/p/5786/162/800/2/w/448/5786162800_1_1_1.jpg?ts=1688715758115,69.86,Collared relaxed fit overshirt. Long sleeves with buttoned cuffs. Chest patch pockets. Contrast topstitching all over the garment. Button-up front.,OVERSHIRTS,men
FAUX LEATHER OVERSHIRT,https://www.zara.com/in/en/faux-leather-overshirt-p05070305.html,https://static.zara.net/photos///2023/I/0/2/p/5070/305/800/2/w/448/5070305800_1_1_1.jpg?ts=1688715757260,55.86,"Boxy fit collared overshirt made of faux leather. Featuring short sleeves, a chest patch pockets, contrast topstitching all over the garment and a button-up front.",OVERSHIRTS,men
CROCHET OVERSHIRT,https://www.zara.com/in/en/crochet-overshirt-p02688310.html,https://static.zara.net/photos///2023/I/0/2/p/2688/310/800/2/w/448/2688310800_1_1_1.jpg?ts=1692361199089,55.86,Regular fit overshirt made of openwork fabric. Lapel collar and short sleeves. Chest patch pocket. Button-up front.,OVERSHIRTS,men
CROPPED FAUX LEATHER SHIRT,https://www.zara.com/in/en/cropped-faux-leather-shirt-p08281325.html,https://static.zara.net/photos///2023/V/0/1/p/8281/423/800/2/w/448/8281423800_1_1_1.jpg?ts=1682333401257,46.06,Relaxed-fit faux leather shirt. Collar and short sleeves. Chest patch pocket. Cropped length. Fastens down the front with snap buttons.,OVERSHIRTS,men
FADED FAUX SUEDE OVERSHIRT,https://www.zara.com/in/en/faded-faux-suede-overshirt-p08281331.html,https://static.zara.net/photos///2023/I/0/2/p/8281/331/801/2/w/448/8281331801_1_1_1.jpg?ts=1692360155212,55.86,Boxy-fit faux suede overshirt. Collar and short sleeves. Chest patch pocket. Cropped length. Fastens down the front with snap buttons.,OVERSHIRTS,men
LIMITED EDITION TECHNICAL SHIRT,https://www.zara.com/in/en/limited-edition-technical-shirt-p04391300.html,https://static.zara.net/photos///2023/I/0/2/p/4391/300/515/2/w/448/4391300515_1_1_1.jpg?ts=1689327628240,69.86,Cropped collared shirt made of technical satin fabric. Long sleeves with buttoned cuffs. Patch pockets with flaps on the chest. Button-up front.,OVERSHIRTS,men
WAXED DENIM OVERSHIRT - LIMITED EDITION,https://www.zara.com/in/en/waxed-denim-overshirt---limited-edition-p05520302.html,https://static.zara.net/photos///2023/I/0/2/p/5520/302/400/32/w/448/5520302400_1_1_1.jpg?ts=1692187656412,83.86,Relaxed fit overshirt made of faded denim with a slightly waxed finish. Lapel collar and long sleeves and buttoned cuffs. Button-up front.,OVERSHIRTS,men
OVERSIZE FIT SHIRT - LIMITED EDITION,https://www.zara.com/in/en/oversize-fit-shirt---limited-edition-p05819179.html,https://static.zara.net/photos///2023/I/0/2/p/5819/179/403/2/w/448/5819179403_1_1_1.jpg?ts=1689332809986,55.86,Oversize fit shirt made of cotton. Spread collar and long sleeves with buttoned cuffs. Pleat details on the back. Button-up front hidden by a placket.,OVERSHIRTS,men
BOXY FIT SHIRT - LIMITED EDITION,https://www.zara.com/in/en/boxy-fit-shirt---limited-edition-p05820497.html,https://static.zara.net/photos///2023/I/0/2/p/5820/497/401/2/w/448/5820497401_1_1_1.jpg?ts=1689332813707,46.06,Boxy fit shirt made of cotton. Spread collar and short sleeves. Side vents at the hem. Button-up front hidden by a placket.,OVERSHIRTS,men
RIPSTOP OVERSHIRT - LIMITED EDITION,https://www.zara.com/in/en/ripstop-overshirt---limited-edition-p08281321.html,https://static.zara.net/photos///2023/I/0/2/p/8281/321/500/2/w/448/8281321500_1_1_1.jpg?ts=1689327629158,83.86,Regular fit overshirt made of textured ripstop fabric that is resistant to tearing. Lapel collar and long sleeves with buttoned cuffs. Button-up front.,OVERSHIRTS,men
